EPIC ID,RA (J2000) [deg],Dec (J2000) [deg],magnitude,Investigation IDs,CHANNEL,IMAGE,MODULE,PIX_COL,PIX_ROW,SDSS_NAME,REDSHIFT,LOGLBOL,LOGLBOL_ERR,LOGBH_HB_MD04,LOGBH_HB_MD04_ERR,LOGBH_HB_VP06,LOGBH_HB_VP06_ERR,LOGBH_MGII_MD04,LOGBH_MGII_MD04_ERR,LOGBH_MGII_VO09,LOGBH_MGII_VO09_ERR,LOGBH_MGII_S10,LOGBH_MGII_S10_ERR,LOGBH_CIV_VP06,LOGBH_CIV_VP06_ERR,LOGBH,LOGBH_ERR,LOGEDD_RATIO
220207878,15.009646400000001,0.278469,17.594,GO8001_LC|GO8005_LC|GO8006_LC|GO8052_LC,60.0,c8_lcs/220207878.png,17.0,85.0,697.0,010002.32+001642.5,0.7770000100135803,46.479307958809336,0.001903933083639231,9.050131174862882,0.022078697349036364,8.988186775380957,0.07424882076224097,9.094249582794603,0.016289010671077152,8.98007960918977,0.036323739670573923,9.329099604474697,0.027047495192542632,0.0,-1.0,9.329099604474697,0.027047495192542632,-0.9501621907829261
220209516,19.4951668,0.33931,18.311,GO8005_LC|GO8052_LC,36.0,c8_lcs/220209516.png,11.0,842.0,971.0,011758.83+002021.4,0.6129999756813049,46.04462479758662,0.002323724551292372,8.546771580819078,0.012692681366562894,8.42294596392131,0.08438386491713895,8.677167933026196,0.013180339650977778,8.497627624959822,0.035494589443158316,8.543148749527848,0.06942448162236486,0.0,-1.0,8.42294596392131,0.08438386491713895,-0.47869171145224954
220210247,15.1396589,0.366713,18.709,GO8005_LC|GO8006_LC|GO8052_LC,60.0,c8_lcs/220210247.png,17.0,231.0,697.0,010033.50+002200.1,0.7534000277519226,46.15987121550241,0.0033948082873784813,9.042303887144179,0.03335952385920191,9.129137119019807,0.05169422815617536,9.063658344350378,0.0158588476573913,8.95004903618365,0.10203808826347627,9.21615469203989,0.08604890516095512,0.0,-1.0,9.21615469203989,0.08604890516095512,-1.1566540216550365
220211159,11.556205699999998,0.399463,18.906,GO8052_LC,79.0,c8_lcs/220211159.png,23.0,67.0,175.0,004613.48+002358.0,2.120699882507324,46.98929244515111,0.009057808890442942,0.0,-1.0,0.0,-1.0,9.673370727381673,0.0626642873483695,8.888573251721567,0.2041021779836534,9.291046533055031,0.481426357283434,9.405962088810972,0.08319754297593661,9.405962088810972,0.08319754297593661,-0.517040188777429
220211954,15.928057699999998,0.42703800000000003,17.406,GO8001_LC|GO8005_LC|GO8052_LC,60.0,c8_lcs/220211954.png,17.0,840.0,322.0,010342.73+002537.2,0.3935999870300293,45.95185936586383,0.0021141401522868364,8.451930217606046,0.01152235875849347,8.423678984975858,0.1525567518326302,8.5157829147903,0.03517816403967073,8.253191453665291,0.13051734750226496,8.282395559102602,0.12367647525120146,0.0,-1.0,8.423678984975858,0.1525567518326302,-0.572190164229589
220212670,20.0505714,0.450912,19.070999999999998,GO8052_LC,35.0,c8_lcs/220212670.png,11.0,905.0,762.0,012012.13+002703.2,0.6471999883651733,45.72086925303031,0.013865421209079187,8.613023852116601,0.04842252056914373,8.767957584882563,0.1653800001957199,8.574127106690804,0.0345577193774141,8.438111827193207,0.046093576294013214,8.434797798104253,0.07409472633867764,0.0,-1.0,8.767957584882563,0.1653800001957199,-1.1474588769698144
220212788,20.4488888,0.45520600000000006,19.177,GO8052_LC,35.0,c8_lcs/220212788.png,11.0,609.0,556.0,012147.73+002718.7,2.224299907684326,46.61720002391035,0.02038176781985257,0.0,-1.0,0.0,-1.0,9.852529619772804,0.15229173349310948,9.670728629372054,0.48461176583346866,9.792529440501236,0.3395130766314343,8.837609968011192,0.24101055229290635,8.837609968011192,0.24101055229290635,-0.3207804892184072
220212877,13.583202400000001,0.457628,18.375999999999998,GO8052_LC,73.0,c8_lcs/220212877.png,22.0,603.0,464.0,005419.99+002727.9,2.490000009536743,47.07213162600518,0.004741254355288049,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,9.652368177855283,0.04296942698517073,9.652368177855283,0.04296942698517073,-0.6806070969676696
220213949,13.953498800000002,0.494356,18.714000000000002,GO8052_LC,73.0,c8_lcs/220213949.png,22.0,772.0,173.0,005548.84+002939.3,0.4481000006198883,45.5753785828319,0.005554256418303538,8.0253745004323,0.02095738409619208,8.044553932507494,0.056398701031917346,8.008149753310203,0.031164488161029288,8.168893249211406,0.061000985989315436,8.149911768967186,0.08727587383377453,0.0,-1.0,8.044553932507494,0.056398701031917346,-0.5695458947931584
220216359,20.3670635,0.58075,18.419,GO8052_LC,35.0,c8_lcs/220216359.png,11.0,603.0,691.0,012128.08+003450.6,0.328900009393692,45.220913500959334,0.011039637219354859,8.365084713891498,0.019192203445426527,8.610453381962511,0.034041215520418805,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,8.610453381962511,0.034041215520418805,-1.489910426120737
220216746,13.023184800000001,0.593951,17.024,GO8001_LC|GO8005_LC|GO8052_LC,73.0,c8_lcs/220216746.png,22.0,203.0,799.0,005205.56+003538.1,0.3993000090122223,46.38079968295957,0.0013604670868865298,8.557472316699437,0.007236704276526271,8.425365750568684,0.013082328763879493,9.197877864485356,0.016484431568345677,8.654769670803654,0.1265777770321822,8.705569237201038,0.06785405436489958,0.0,-1.0,8.425365750568684,0.013082328763879493,-0.14493661272667424
220217645,15.9685869,0.627763,17.691,GO8001_LC|GO8005_LC|GO8052_LC,60.0,c8_lcs/220217645.png,17.0,975.0,447.0,010352.46+003739.7,0.7031999826431274,46.29862518012056,0.017071032551150722,9.059019559083412,0.01766895096955628,9.077640541662342,0.1217114678107508,8.841919405179913,0.017196934478103932,8.7001974012371,0.04969292346109222,8.770615555366625,0.06252501221384563,0.0,-1.0,8.770615555366625,0.06252501221384563,-0.5723609203636286
220218833,16.431360199999997,0.6676340000000001,18.225,GO8005_LC|GO8052_LC,59.0,c8_lcs/220218833.png,17.0,875.0,237.0,010543.51+004003.8,1.0742000341415405,46.735579224063954,0.002494522604024496,0.0,-1.0,0.0,-1.0,9.39543491735669,0.01748157065399341,9.223113166778543,0.05271869797204466,9.345965806181274,0.054056019929530186,0.0,-1.0,9.345965806181274,0.054056019929530186,-0.7107571272348849
220220452,11.244375199999999,0.72221,18.394000000000002,GO8052_LC,79.0,c8_lcs/220220452.png,23.0,470.0,118.0,004458.68+004319.8,0.3499000072479248,45.382182809715545,0.0066234357505479124,8.497893814565098,0.025571127605770676,8.65986433661378,0.10807464486524587,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,8.65986433661378,0.10807464486524587,-1.378052072015798
220220757,19.9520683,0.732322,18.604,GO8052_LC,35.0,c8_lcs/220220757.png,11.0,830.0,1021.0,011948.51+004355.9,1.766800045967102,46.84906328197845,0.005176307487193554,0.0,-1.0,0.0,-1.0,9.925637956107732,0.02822649999656029,9.957426884083796,0.09140921237310398,10.232045089566544,0.06657404538353716,8.921563389187014,0.19789305411649188,10.232045089566544,0.06657404538353716,-1.4833523527056585
220221035,21.0156956,0.742258,18.361,GO8052_LC,35.0,c8_lcs/220221035.png,11.0,39.0,469.0,012403.77+004432.6,3.8343000411987305,47.70403582219074,0.008757859882994268,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,10.147907692716236,0.03374968505683765,10.147907692716236,0.03374968505683765,-0.5442424156430619
220224214,13.135166199999999,0.856442,18.625,GO8052_LC,73.0,c8_lcs/220224214.png,22.0,73.0,582.0,005232.43+005123.0,0.40860000252723694,45.40708448006087,0.004222080902319902,7.630277643734582,0.02396507835815661,7.6592174709538465,0.37660009440760533,7.737742263114592,0.2755084684304953,7.607471855472239,0.18031741671209586,7.341286245603575,0.958728151333567,0.0,-1.0,7.6592174709538465,0.37660009440760533,-0.35250353601054485
220224988,16.2887096,0.882956,18.712,GO8005_LC|GO8052_LC,59.0,c8_lcs/220224988.png,17.0,866.0,470.0,010509.30+005258.7,0.6504999995231628,46.00296049869233,0.04115080504138291,8.969210012392235,0.03568460693521987,9.006362441170081,0.05235248292871738,8.861109349167258,0.034512081161734126,9.018611807598171,0.1114952396608453,9.054590155734694,0.06512557636922203,0.0,-1.0,9.006362441170081,0.05235248292871738,-1.1037724875953145
220226374,22.0456581,0.931716,18.089000000000002,GO8005_LC|GO8052_LC,16.0,c8_lcs/220226374.png,6.0,462.0,69.0,012810.94+005554.2,0.8151999711990356,46.20298410193862,0.016031705405040952,9.731217438698863,0.05358017473884112,9.468607784971669,0.3394389753030472,9.146602590017135,0.022662546108977055,8.494640418613978,0.17864927543258216,9.089300968504606,0.7826484560556459,0.0,-1.0,9.089300968504606,0.7826484560556459,-0.9866874116835547
220227863,18.8901272,0.982843,18.298,GO8005_LC|GO8052_LC,33.0,c8_lcs/220227863.png,11.0,734.0,395.0,011533.63+005858.3,1.3942999839782715,46.64451387669722,0.0027294619172231194,0.0,-1.0,0.0,-1.0,9.115764819701127,0.022546239351867513,9.094828187739196,0.051564596969859315,9.154928750126913,0.06815203108319895,0.0,-1.0,9.154928750126913,0.06815203108319895,-0.610785418547259
220230533,11.556407,1.073814,17.974,GO8001_LC|GO8005_LC|GO8052_LC,79.0,c8_lcs/220230533.png,23.0,559.0,529.0,004613.54+010425.7,2.151700019836426,47.075864914988244,0.008998358031892195,0.0,-1.0,0.0,-1.0,9.233701293275251,0.0588292406866115,8.734537989595992,0.10419699808048115,9.220251705874862,0.2197340018623009,0.0,-1.0,9.220251705874862,0.2197340018623009,-0.24475733600417726
220235246,21.7605095,1.236812,17.948,GO8001_LC|GO8052_LC,16.0,c8_lcs/220235246.png,6.0,407.0,439.0,012702.53+011412.4,1.1562000513076782,46.700727719822765,0.0025938151364428563,0.0,-1.0,0.0,-1.0,9.812513636481508,0.02804265342583993,9.928705375697218,0.030719283628279272,10.0473636581616,0.04504784642096059,0.0,-1.0,10.0473636581616,0.04504784642096059,-1.4470064834563985
220235253,16.029220600000002,1.2369729999999999,18.141,GO8052_LC,59.0,c8_lcs/220235253.png,17.0,870.0,867.0,010407.00+011412.9,0.31189998984336853,45.31748893443263,0.0049077872483351825,7.950612078735765,0.024899158586640848,7.580518007085019,0.5151486788022123,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,7.580518007085019,0.5151486788022123,-0.3633996177699501
220235527,10.812973,1.245959,17.607,GO8001_LC|GO8005_LC|GO8052_LC,79.0,c8_lcs/220235527.png,23.0,1080.0,76.0,004315.08+011445.6,1.5634000301361084,47.02990391399363,0.002959383084974121,0.0,-1.0,0.0,-1.0,9.284597060093112,0.02233574442629195,9.234302146881332,0.06560012156054983,9.392473749075624,0.05402056049260837,9.301337399470167,0.19981687821974575,9.392473749075624,0.05402056049260837,-0.4629403801995622
220235926,14.5596504,1.2583739999999999,18.347,GO8005_LC|GO8052_LC,57.0,c8_lcs/220235926.png,17.0,276.0,496.0,005814.31+011530.2,2.4948999881744385,47.481158924231025,0.004973970468565625,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,10.073288679423205,0.045404341882214226,10.073288679423205,0.045404341882214226,-0.6925003003097459
220516579,19.8180904,7.147625,19.051,GO8052_LC,24.0,c8_lcs/220516579.png,8.0,683.0,124.0,011916.34+070851.4,0.6718000173568726,45.743037960406326,0.007837079371682876,8.698071795399393,0.03192787932569597,8.066425188196234,0.36627343178581245,8.416166821434615,0.03486770988151203,7.963460729970164,0.04412734177833665,7.936850708069308,0.08412189171079797,0.0,-1.0,8.066425188196234,0.36627343178581245,-0.4237577729074715
220545253,10.350729,7.7817421,19.355999999999998,GO8052_LC,70.0,c8_lcs/220545253.png,20.0,671.0,916.0,004124.17+074654.2,2.8736000061035156,47.03692715987109,0.010059650142991927,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,9.431744798843244,0.07292074356907591,9.431744798843244,0.07292074356907591,-0.4951881840897201
